CustomerID,PurchasingSegment,PurchaseAmount,PurchaseFrequency,WebsiteBehaviorSegment,WebsiteVisits,TimeOnSite,BounceRate,CombinedSegment
582,Casual Shopper,3542,1,Casual Browsers,41,7.68,73.26,Casual Shopper & Casual Browsers
583,Casual Shopper,2498,5,Bouncers,42,18.28,68.47,Casual Shopper & Bouncers
584,Loyal Shopper,520,6,Active Visitors,47,11.81,21.21,Loyal Shopper & Active Visitors
585,Loyal Shopper,1998,6,Active Visitors,37,15.48,23.9,Loyal Shopper & Active Visitors
586,Casual Shopper,3949,5,Active Visitors,16,16.42,28.13,Casual Shopper & Active Visitors
587,Casual Shopper,2060,3,Casual Browsers,45,7.5,41.11,Casual Shopper & Casual Browsers
588,Casual Shopper,3850,5,Active Visitors,22,9.24,23.43,Casual Shopper & Active Visitors
589,VIP Shopper,4168,8,Active Visitors,20,17.12,1.97,VIP Shopper & Active Visitors
590,Casual Shopper,3846,2,Bouncers,43,7.9,87.94,Casual Shopper & Bouncers
591,VIP Shopper,4038,6,Bouncers,27,16.08,96.56,VIP Shopper & Bouncers
592,Loyal Shopper,284,9,Active Visitors,41,18.88,34.16,Loyal Shopper & Active Visitors
593,Loyal Shopper,978,8,Active Visitors,16,12.84,33.85,Loyal Shopper & Active Visitors
594,VIP Shopper,3657,11,Active Visitors,34,15.09,0.71,VIP Shopper & Active Visitors
595,Loyal Shopper,572,8,Bouncers,32,16.3,68.03,Loyal Shopper & Bouncers
596,VIP Shopper,3573,8,Bouncers,26,17.06,82.54,VIP Shopper & Bouncers
597,VIP Shopper,4576,7,Active Visitors,25,8.51,14.66,VIP Shopper & Active Visitors
598,VIP Shopper,4938,8,Casual Browsers,2,1.97,15.97,VIP Shopper & Casual Browsers
599,Loyal Shopper,1679,6,Bouncers,12,8.64,79.01,Loyal Shopper & Bouncers
600,Casual Shopper,4678,2,Bouncers,40,13.8,61.63,Casual Shopper & Bouncers
601,Loyal Shopper,1366,2,Active Visitors,9,9.56,4.49,Loyal Shopper & Active Visitors
602,VIP Shopper,2907,8,Bouncers,12,15.23,62.25,VIP Shopper & Bouncers
603,Loyal Shopper,1174,11,Casual Browsers,26,7.78,30.89,Loyal Shopper & Casual Browsers
604,Casual Shopper,2637,1,Active Visitors,9,13.06,36.87,Casual Shopper & Active Visitors
605,Loyal Shopper,1073,6,Casual Browsers,10,4.54,76.97,Loyal Shopper & Casual Browsers
606,Loyal Shopper,1428,6,Bouncers,32,15.24,81.09,Loyal Shopper & Bouncers
607,VIP Shopper,3424,11,Active Visitors,34,11.37,40.04,VIP Shopper & Active Visitors
608,Loyal Shopper,1569,4,Casual Browsers,48,4.88,94.72,Loyal Shopper & Casual Browsers
609,Loyal Shopper,276,11,Casual Browsers,20,6.55,40.65,Loyal Shopper & Casual Browsers
610,Loyal Shopper,941,11,Bouncers,39,15.22,77.18,Loyal Shopper & Bouncers
611,VIP Shopper,4122,10,Active Visitors,2,10.17,48.39,VIP Shopper & Active Visitors
612,Casual Shopper,2307,3,Bouncers,1,5.1,89.75,Casual Shopper & Bouncers
613,VIP Shopper,2838,11,Bouncers,36,19.38,90.78,VIP Shopper & Bouncers
614,Loyal Shopper,446,3,Active Visitors,24,14.59,8.74,Loyal Shopper & Active Visitors
615,Casual Shopper,2128,1,Bouncers,27,19.19,93.65,Casual Shopper & Bouncers
616,Casual Shopper,4794,3,Bouncers,2,9.11,82.55,Casual Shopper & Bouncers
617,Casual Shopper,4474,4,Bouncers,31,10.03,79.13,Casual Shopper & Bouncers
618,VIP Shopper,3287,11,Active Visitors,14,18.06,20.09,VIP Shopper & Active Visitors
619,VIP Shopper,3943,11,Bouncers,2,10.98,80.51,VIP Shopper & Bouncers
620,Loyal Shopper,2055,5,Bouncers,29,14.44,85.01,Loyal Shopper & Bouncers
621,Casual Shopper,2066,3,Casual Browsers,15,5.79,28.92,Casual Shopper & Casual Browsers
622,VIP Shopper,3221,6,Bouncers,12,9.49,95.23,VIP Shopper & Bouncers
623,VIP Shopper,2718,11,Casual Browsers,37,3.35,4.99,VIP Shopper & Casual Browsers
624,Loyal Shopper,1928,5,Casual Browsers,28,4.91,14.99,Loyal Shopper & Casual Browsers
625,Loyal Shopper,1246,3,Casual Browsers,20,1.02,53.76,Loyal Shopper & Casual Browsers
626,Loyal Shopper,1822,6,Casual Browsers,39,1.75,57.58,Loyal Shopper & Casual Browsers
627,Loyal Shopper,211,6,Bouncers,24,19.57,64.52,Loyal Shopper & Bouncers
628,VIP Shopper,4026,8,Casual Browsers,21,5.6,1.7,VIP Shopper & Casual Browsers
629,Casual Shopper,1801,2,Bouncers,10,13.6,96.04,Casual Shopper & Bouncers
630,Loyal Shopper,825,1,Active Visitors,46,16.94,4.46,Loyal Shopper & Active Visitors
631,Loyal Shopper,989,4,Active Visitors,14,11.46,14.31,Loyal Shopper & Active Visitors
632,VIP Shopper,3270,7,Casual Browsers,37,3.91,1.4,VIP Shopper & Casual Browsers
633,Loyal Shopper,589,11,Bouncers,18,14.83,56.69,Loyal Shopper & Bouncers
634,VIP Shopper,4967,10,Bouncers,24,12.4,93.23,VIP Shopper & Bouncers
635,Loyal Shopper,1511,3,Bouncers,14,14.89,66.59,Loyal Shopper & Bouncers
636,Loyal Shopper,405,3,Bouncers,34,15.63,82.27,Loyal Shopper & Bouncers
637,Casual Shopper,3654,5,Active Visitors,12,19.53,1.33,Casual Shopper & Active Visitors
638,Casual Shopper,3373,5,Bouncers,22,11.9,54.2,Casual Shopper & Bouncers
639,Loyal Shopper,284,10,Casual Browsers,6,7.49,45.96,Loyal Shopper & Casual Browsers
640,Loyal Shopper,1598,3,Bouncers,36,13.32,49.9,Loyal Shopper & Bouncers
641,VIP Shopper,2146,9,Casual Browsers,45,2.3,7.22,VIP Shopper & Casual Browsers
642,Casual Shopper,4263,4,Bouncers,36,18.05,68.44,Casual Shopper & Bouncers
643,Casual Shopper,2151,3,Casual Browsers,22,3.27,50.32,Casual Shopper & Casual Browsers
644,VIP Shopper,1723,11,Bouncers,14,7.23,76.51,VIP Shopper & Bouncers
645,Casual Shopper,2150,2,Active Visitors,16,16.5,48.53,Casual Shopper & Active Visitors
646,VIP Shopper,3707,10,Active Visitors,36,12.35,14.94,VIP Shopper & Active Visitors
647,VIP Shopper,4703,11,Casual Browsers,25,8.48,64.83,VIP Shopper & Casual Browsers
648,VIP Shopper,3646,9,Active Visitors,32,10,17.24,VIP Shopper & Active Visitors
649,Casual Shopper,3798,4,Bouncers,33,17.24,87.24,Casual Shopper & Bouncers
650,Casual Shopper,3223,3,Casual Browsers,45,7.46,61.31,Casual Shopper & Casual Browsers
651,Loyal Shopper,1865,7,Active Visitors,36,17.52,15.72,Loyal Shopper & Active Visitors
652,VIP Shopper,3891,8,Casual Browsers,20,2.67,96.23,VIP Shopper & Casual Browsers
653,VIP Shopper,2055,11,Bouncers,18,15.76,51.84,VIP Shopper & Bouncers
654,Casual Shopper,4543,2,Active Visitors,38,17.1,7.29,Casual Shopper & Active Visitors
655,Loyal Shopper,724,7,Casual Browsers,3,4.45,62.68,Loyal Shopper & Casual Browsers
656,Loyal Shopper,436,5,Active Visitors,23,9.18,25.32,Loyal Shopper & Active Visitors
657,VIP Shopper,2208,11,Casual Browsers,32,4.14,80.37,VIP Shopper & Casual Browsers
658,Casual Shopper,2711,5,Bouncers,45,14.43,81.78,Casual Shopper & Bouncers
659,Casual Shopper,2114,3,Bouncers,16,11.17,97.89,Casual Shopper & Bouncers
660,Casual Shopper,3901,5,Active Visitors,5,13.07,50.19,Casual Shopper & Active Visitors
661,Casual Shopper,3303,2,Casual Browsers,4,4.73,45.5,Casual Shopper & Casual Browsers
662,Casual Shopper,4686,4,Casual Browsers,21,5.02,75.35,Casual Shopper & Casual Browsers
663,VIP Shopper,4316,6,Casual Browsers,40,1.79,13.25,VIP Shopper & Casual Browsers
664,Loyal Shopper,789,1,Casual Browsers,14,7.12,54.69,Loyal Shopper & Casual Browsers
665,Loyal Shopper,1451,10,Bouncers,39,11.64,54.62,Loyal Shopper & Bouncers
666,Casual Shopper,3309,4,Active Visitors,31,17.3,8.95,Casual Shopper & Active Visitors
667,Loyal Shopper,2327,6,Active Visitors,14,13.67,41.8,Loyal Shopper & Active Visitors
668,VIP Shopper,3954,9,Bouncers,6,9.27,85.33,VIP Shopper & Bouncers
669,VIP Shopper,3973,11,Bouncers,12,19.11,85.62,VIP Shopper & Bouncers
670,VIP Shopper,4264,11,Active Visitors,16,14.67,9.92,VIP Shopper & Active Visitors
671,Casual Shopper,3277,2,Active Visitors,17,18.67,9.07,Casual Shopper & Active Visitors
672,VIP Shopper,2881,11,Active Visitors,45,11.02,26.27,VIP Shopper & Active Visitors
673,VIP Shopper,3808,7,Bouncers,23,5.92,87.48,VIP Shopper & Bouncers
674,VIP Shopper,2562,6,Casual Browsers,14,2,12.89,VIP Shopper & Casual Browsers
675,Casual Shopper,2201,2,Bouncers,7,14.8,72,Casual Shopper & Bouncers
676,VIP Shopper,3725,8,Casual Browsers,46,3.3,10.12,VIP Shopper & Casual Browsers
677,VIP Shopper,2795,7,Casual Browsers,32,6.75,62.31,VIP Shopper & Casual Browsers
678,VIP Shopper,3916,11,Active Visitors,15,11.12,35.61,VIP Shopper & Active Visitors
679,Casual Shopper,3814,5,Bouncers,44,11.72,78.89,Casual Shopper & Bouncers
680,Loyal Shopper,2272,5,Active Visitors,17,12.41,23.37,Loyal Shopper & Active Visitors
681,VIP Shopper,2842,7,Casual Browsers,41,4.16,63.92,VIP Shopper & Casual Browsers
682,Loyal Shopper,1747,9,Casual Browsers,47,8.22,23.57,Loyal Shopper & Casual Browsers
683,VIP Shopper,3512,11,Bouncers,44,12.73,71.37,VIP Shopper & Bouncers
684,VIP Shopper,4113,9,Bouncers,34,19.43,87.37,VIP Shopper & Bouncers
685,Loyal Shopper,1574,9,Active Visitors,5,14.82,12.68,Loyal Shopper & Active Visitors
686,VIP Shopper,4810,6,Bouncers,45,18.53,86.66,VIP Shopper & Bouncers
687,Loyal Shopper,82,10,Bouncers,27,15.48,59.36,Loyal Shopper & Bouncers
688,VIP Shopper,4075,6,Active Visitors,23,12.24,12.71,VIP Shopper & Active Visitors
689,Casual Shopper,2616,3,Casual Browsers,40,4.65,42.75,Casual Shopper & Casual Browsers
690,Casual Shopper,2853,1,Active Visitors,14,13.67,16.09,Casual Shopper & Active Visitors
691,VIP Shopper,3946,7,Bouncers,15,12.84,70.03,VIP Shopper & Bouncers
692,Casual Shopper,3759,4,Bouncers,43,12.45,75.89,Casual Shopper & Bouncers
693,Loyal Shopper,769,1,Active Visitors,33,10.31,10.58,Loyal Shopper & Active Visitors
694,VIP Shopper,4629,8,Bouncers,31,11.04,50.61,VIP Shopper & Bouncers
695,Loyal Shopper,1022,6,Bouncers,35,7.35,81.46,Loyal Shopper & Bouncers
696,VIP Shopper,3768,6,Bouncers,17,10.87,93.62,VIP Shopper & Bouncers
697,Casual Shopper,4452,2,Casual Browsers,28,4.75,51.35,Casual Shopper & Casual Browsers
698,Casual Shopper,4602,1,Bouncers,19,16.3,95.03,Casual Shopper & Bouncers
699,Casual Shopper,2257,2,Casual Browsers,46,4.53,53.57,Casual Shopper & Casual Browsers
700,Casual Shopper,4476,4,Casual Browsers,23,2.61,39.42,Casual Shopper & Casual Browsers
701,Casual Shopper,4370,2,Bouncers,32,9.29,84.82,Casual Shopper & Bouncers
702,Casual Shopper,3080,1,Bouncers,40,13.51,49.3,Casual Shopper & Bouncers
703,VIP Shopper,3625,7,Casual Browsers,13,9.32,47.19,VIP Shopper & Casual Browsers
704,VIP Shopper,3166,11,Casual Browsers,20,6.26,49.03,VIP Shopper & Casual Browsers
705,VIP Shopper,3335,11,Bouncers,35,11.61,84.68,VIP Shopper & Bouncers
706,Loyal Shopper,693,8,Bouncers,5,7.59,83.19,Loyal Shopper & Bouncers
707,VIP Shopper,4761,6,Active Visitors,9,18.72,40.35,VIP Shopper & Active Visitors
708,Loyal Shopper,244,4,Active Visitors,29,18.53,33.33,Loyal Shopper & Active Visitors
709,VIP Shopper,4046,6,Active Visitors,6,10.55,49.19,VIP Shopper & Active Visitors
710,Loyal Shopper,538,3,Casual Browsers,25,7.23,57.28,Loyal Shopper & Casual Browsers
711,VIP Shopper,2254,8,Active Visitors,31,15.01,23.83,VIP Shopper & Active Visitors
712,VIP Shopper,2707,10,Casual Browsers,22,1.7,79.4,VIP Shopper & Casual Browsers
713,Casual Shopper,3326,2,Active Visitors,2,10.02,48.65,Casual Shopper & Active Visitors
714,Loyal Shopper,1152,5,Casual Browsers,45,7.39,33.4,Loyal Shopper & Casual Browsers
715,Casual Shopper,1291,1,Active Visitors,5,18.49,10.68,Casual Shopper & Active Visitors
716,Loyal Shopper,565,6,Casual Browsers,27,1.23,23.88,Loyal Shopper & Casual Browsers
717,Loyal Shopper,442,2,Bouncers,25,11.5,94.93,Loyal Shopper & Bouncers
718,Loyal Shopper,680,4,Active Visitors,8,15.07,30.51,Loyal Shopper & Active Visitors
719,VIP Shopper,3766,6,Active Visitors,1,10.22,16.89,VIP Shopper & Active Visitors
720,VIP Shopper,1897,10,Casual Browsers,20,2.62,46.07,VIP Shopper & Casual Browsers
721,VIP Shopper,2705,11,Active Visitors,44,19.48,30.71,VIP Shopper & Active Visitors
722,Loyal Shopper,1029,8,Active Visitors,23,10.84,3.52,Loyal Shopper & Active Visitors
723,VIP Shopper,4579,8,Active Visitors,32,12.67,32.31,VIP Shopper & Active Visitors
724,VIP Shopper,3452,11,Casual Browsers,11,5.5,54.41,VIP Shopper & Casual Browsers
725,VIP Shopper,3921,6,Casual Browsers,39,10.19,55.17,VIP Shopper & Casual Browsers
726,Loyal Shopper,327,4,Casual Browsers,47,9.15,35.66,Loyal Shopper & Casual Browsers
727,Loyal Shopper,282,8,Casual Browsers,24,2.42,44.73,Loyal Shopper & Casual Browsers
728,Loyal Shopper,1602,8,Casual Browsers,11,3.02,96.55,Loyal Shopper & Casual Browsers
729,VIP Shopper,3320,10,Active Visitors,29,16.91,37.73,VIP Shopper & Active Visitors
730,Casual Shopper,2459,1,Casual Browsers,26,5.56,25.82,Casual Shopper & Casual Browsers
731,Casual Shopper,3562,4,Casual Browsers,16,4.7,24.35,Casual Shopper & Casual Browsers
732,Loyal Shopper,75,4,Casual Browsers,35,10.59,45.78,Loyal Shopper & Casual Browsers
733,Loyal Shopper,510,7,Bouncers,20,15.61,75.95,Loyal Shopper & Bouncers
734,VIP Shopper,3814,11,Casual Browsers,46,2.18,20.6,VIP Shopper & Casual Browsers
735,VIP Shopper,3481,7,Bouncers,3,11.96,70.93,VIP Shopper & Bouncers
736,VIP Shopper,3533,11,Casual Browsers,1,3.26,2.11,VIP Shopper & Casual Browsers
737,Loyal Shopper,2044,8,Casual Browsers,47,1.69,41.89,Loyal Shopper & Casual Browsers
738,Loyal Shopper,540,11,Casual Browsers,1,2,77.59,Loyal Shopper & Casual Browsers
739,Loyal Shopper,1122,5,Active Visitors,17,16.85,33.87,Loyal Shopper & Active Visitors
740,VIP Shopper,3223,7,Casual Browsers,2,3.24,56.37,VIP Shopper & Casual Browsers
741,Loyal Shopper,265,8,Casual Browsers,29,1.86,20.5,Loyal Shopper & Casual Browsers
742,Loyal Shopper,1773,9,Bouncers,20,9.32,74.2,Loyal Shopper & Bouncers
743,Loyal Shopper,1642,3,Active Visitors,6,17.04,5.23,Loyal Shopper & Active Visitors
744,Casual Shopper,2656,3,Bouncers,8,5.99,85.25,Casual Shopper & Bouncers
745,Loyal Shopper,208,4,Active Visitors,29,9.01,19.82,Loyal Shopper & Active Visitors
746,Casual Shopper,4831,5,Casual Browsers,48,1.76,87.44,Casual Shopper & Casual Browsers
747,VIP Shopper,3363,10,Casual Browsers,33,9.53,35.25,VIP Shopper & Casual Browsers
748,Casual Shopper,2891,1,Bouncers,3,11.97,72.27,Casual Shopper & Bouncers
749,Loyal Shopper,1826,7,Active Visitors,35,11.85,31.92,Loyal Shopper & Active Visitors
750,VIP Shopper,2102,9,Bouncers,5,7.32,90.59,VIP Shopper & Bouncers
751,VIP Shopper,2345,8,Casual Browsers,27,7,12.66,VIP Shopper & Casual Browsers
752,Loyal Shopper,1746,5,Casual Browsers,44,3.03,17.85,Loyal Shopper & Casual Browsers
753,Casual Shopper,3043,4,Casual Browsers,12,7.97,49.3,Casual Shopper & Casual Browsers
754,VIP Shopper,2519,7,Casual Browsers,20,2.89,8.19,VIP Shopper & Casual Browsers
755,Loyal Shopper,1996,5,Active Visitors,45,15.57,19.6,Loyal Shopper & Active Visitors
756,VIP Shopper,3859,7,Bouncers,20,19.36,94.38,VIP Shopper & Bouncers
757,Casual Shopper,2833,1,Bouncers,9,19.43,97.65,Casual Shopper & Bouncers
758,Casual Shopper,3694,1,Active Visitors,39,17.44,37.63,Casual Shopper & Active Visitors
759,VIP Shopper,2550,10,Bouncers,4,12.42,92.33,VIP Shopper & Bouncers
760,Casual Shopper,3695,3,Bouncers,19,14.32,54.48,Casual Shopper & Bouncers
761,VIP Shopper,2695,11,Casual Browsers,38,6.42,26.97,VIP Shopper & Casual Browsers
762,Casual Shopper,2399,2,Bouncers,27,12.98,70.24,Casual Shopper & Bouncers
763,Casual Shopper,1982,2,Bouncers,45,9.66,65.89,Casual Shopper & Bouncers
764,VIP Shopper,3344,7,Bouncers,43,10.16,98.91,VIP Shopper & Bouncers
765,VIP Shopper,1807,10,Active Visitors,13,15.4,26.5,VIP Shopper & Active Visitors
766,Loyal Shopper,1166,2,Casual Browsers,13,6.36,67.21,Loyal Shopper & Casual Browsers
767,VIP Shopper,2617,11,Active Visitors,22,7.04,5.2,VIP Shopper & Active Visitors
768,Casual Shopper,3549,4,Active Visitors,28,18.57,11.36,Casual Shopper & Active Visitors
769,Loyal Shopper,542,2,Casual Browsers,47,2.07,0.39,Loyal Shopper & Casual Browsers
770,VIP Shopper,3356,6,Bouncers,45,10.23,99.95,VIP Shopper & Bouncers
771,Loyal Shopper,669,8,Bouncers,22,18.34,80.23,Loyal Shopper & Bouncers
772,VIP Shopper,3282,10,Bouncers,43,12.6,78.67,VIP Shopper & Bouncers
773,Casual Shopper,3873,4,Bouncers,19,11.38,50.97,Casual Shopper & Bouncers
774,Casual Shopper,2430,5,Casual Browsers,8,5.75,30.01,Casual Shopper & Casual Browsers
775,Loyal Shopper,1596,4,Active Visitors,8,7.52,15.13,Loyal Shopper & Active Visitors
776,Casual Shopper,3613,3,Active Visitors,42,17.19,28.47,Casual Shopper & Active Visitors
777,Loyal Shopper,1655,5,Active Visitors,26,11.63,37.6,Loyal Shopper & Active Visitors
778,VIP Shopper,3802,9,Bouncers,48,10.78,75.63,VIP Shopper & Bouncers
779,VIP Shopper,4725,8,Casual Browsers,26,2.89,53.97,VIP Shopper & Casual Browsers
780,Loyal Shopper,1940,8,Casual Browsers,23,1.3,7.75,Loyal Shopper & Casual Browsers
781,Loyal Shopper,1325,8,Active Visitors,43,19.31,1.8,Loyal Shopper & Active Visitors
782,VIP Shopper,2793,8,Active Visitors,13,8.16,10.23,VIP Shopper & Active Visitors
783,VIP Shopper,2543,7,Active Visitors,28,12.46,41.05,VIP Shopper & Active Visitors
784,Loyal Shopper,406,8,Casual Browsers,9,2.51,93.32,Loyal Shopper & Casual Browsers
785,Loyal Shopper,919,11,Bouncers,20,13.98,63.74,Loyal Shopper & Bouncers
786,Loyal Shopper,935,8,Bouncers,19,18.72,80.18,Loyal Shopper & Bouncers
787,Loyal Shopper,2051,8,Bouncers,48,11.94,46.64,Loyal Shopper & Bouncers
788,Loyal Shopper,1333,10,Casual Browsers,39,3.4,36.17,Loyal Shopper & Casual Browsers
789,Loyal Shopper,669,7,Active Visitors,12,12.05,10.84,Loyal Shopper & Active Visitors
790,Loyal Shopper,932,1,Bouncers,15,15.56,87.59,Loyal Shopper & Bouncers
791,Loyal Shopper,846,4,Bouncers,31,8.72,78.32,Loyal Shopper & Bouncers
792,Casual Shopper,3692,4,Active Visitors,14,17.72,16.81,Casual Shopper & Active Visitors
793,Casual Shopper,3475,5,Bouncers,11,13.32,51.23,Casual Shopper & Bouncers
794,Loyal Shopper,1346,10,Active Visitors,26,18.09,48.74,Loyal Shopper & Active Visitors
795,VIP Shopper,4764,6,Bouncers,42,12.85,62.51,VIP Shopper & Bouncers
796,Loyal Shopper,294,4,Casual Browsers,27,3.49,94.62,Loyal Shopper & Casual Browsers
797,Casual Shopper,2945,2,Casual Browsers,11,6.88,57.98,Casual Shopper & Casual Browsers
798,Loyal Shopper,979,6,Casual Browsers,38,4.83,54.02,Loyal Shopper & Casual Browsers
799,Loyal Shopper,569,8,Active Visitors,34,18.27,5.03,Loyal Shopper & Active Visitors
800,VIP Shopper,3262,8,Active Visitors,43,15.45,6.29,VIP Shopper & Active Visitors
801,VIP Shopper,2459,7,Active Visitors,19,13.85,18.73,VIP Shopper & Active Visitors
802,Loyal Shopper,57,6,Active Visitors,6,6.72,3.25,Loyal Shopper & Active Visitors
803,Casual Shopper,2575,2,Casual Browsers,46,4.5,74.34,Casual Shopper & Casual Browsers
804,VIP Shopper,3473,7,Bouncers,38,15.37,72.33,VIP Shopper & Bouncers
805,VIP Shopper,2069,11,Active Visitors,49,10.01,13.61,VIP Shopper & Active Visitors
806,Casual Shopper,4640,5,Casual Browsers,42,5.29,83.61,Casual Shopper & Casual Browsers
807,VIP Shopper,4332,6,Active Visitors,28,12.72,15.48,VIP Shopper & Active Visitors
808,VIP Shopper,3717,10,Casual Browsers,1,1.77,30.12,VIP Shopper & Casual Browsers
809,VIP Shopper,3721,8,Casual Browsers,35,7.2,24.9,VIP Shopper & Casual Browsers
810,VIP Shopper,2851,8,Casual Browsers,40,9.9,37.23,VIP Shopper & Casual Browsers
811,Loyal Shopper,135,3,Casual Browsers,8,3.81,25.47,Loyal Shopper & Casual Browsers
812,VIP Shopper,3165,7,Active Visitors,47,19.71,48.9,VIP Shopper & Active Visitors
813,Casual Shopper,4282,1,Casual Browsers,7,4.97,40.74,Casual Shopper & Casual Browsers
814,Casual Shopper,2518,1,Casual Browsers,11,3.48,98.66,Casual Shopper & Casual Browsers
815,VIP Shopper,3669,7,Casual Browsers,39,4.87,5.59,VIP Shopper & Casual Browsers
816,Loyal Shopper,1686,10,Active Visitors,4,15.61,14.22,Loyal Shopper & Active Visitors
817,VIP Shopper,3633,9,Active Visitors,25,9.08,5.28,VIP Shopper & Active Visitors
818,VIP Shopper,4059,7,Bouncers,12,11.74,62.58,VIP Shopper & Bouncers
819,VIP Shopper,3376,10,Casual Browsers,26,1.4,5.45,VIP Shopper & Casual Browsers
820,Loyal Shopper,2268,5,Casual Browsers,38,1.65,83.64,Loyal Shopper & Casual Browsers
821,VIP Shopper,2267,8,Casual Browsers,46,9.47,51.19,VIP Shopper & Casual Browsers
822,Casual Shopper,2419,2,Bouncers,12,16.52,52.7,Casual Shopper & Bouncers
823,VIP Shopper,3688,9,Bouncers,43,17.82,56.16,VIP Shopper & Bouncers
824,Loyal Shopper,2553,6,Casual Browsers,37,2.65,17.08,Loyal Shopper & Casual Browsers
825,Loyal Shopper,993,9,Active Visitors,46,11.23,19.77,Loyal Shopper & Active Visitors
826,Casual Shopper,2887,2,Active Visitors,24,18.35,31.88,Casual Shopper & Active Visitors
827,Casual Shopper,2710,3,Casual Browsers,16,8.37,59.35,Casual Shopper & Casual Browsers
828,VIP Shopper,2986,8,Active Visitors,13,16.76,21.01,VIP Shopper & Active Visitors
829,Casual Shopper,4494,1,Casual Browsers,25,3.54,11.63,Casual Shopper & Casual Browsers
830,VIP Shopper,3997,10,Bouncers,4,18.77,97.01,VIP Shopper & Bouncers
831,Loyal Shopper,1726,7,Active Visitors,11,15.28,2.2,Loyal Shopper & Active Visitors
832,Loyal Shopper,1246,7,Bouncers,32,18.89,80.27,Loyal Shopper & Bouncers
833,Casual Shopper,4155,1,Bouncers,49,13.86,78.8,Casual Shopper & Bouncers
834,VIP Shopper,2837,9,Casual Browsers,7,7.9,29.72,VIP Shopper & Casual Browsers
835,Loyal Shopper,1511,8,Active Visitors,46,18.83,13.56,Loyal Shopper & Active Visitors
836,Casual Shopper,3368,4,Casual Browsers,11,6.24,14.56,Casual Shopper & Casual Browsers
837,Loyal Shopper,716,10,Casual Browsers,28,7.31,69.74,Loyal Shopper & Casual Browsers
838,VIP Shopper,2226,11,Bouncers,41,14.32,64.28,VIP Shopper & Bouncers
839,Casual Shopper,3793,5,Bouncers,23,15.54,78.27,Casual Shopper & Bouncers
840,Loyal Shopper,650,2,Bouncers,45,18.66,93.75,Loyal Shopper & Bouncers
841,VIP Shopper,2702,9,Casual Browsers,23,4.89,69.19,VIP Shopper & Casual Browsers
842,VIP Shopper,4472,6,Active Visitors,28,16.16,15.59,VIP Shopper & Active Visitors
843,Casual Shopper,3874,3,Active Visitors,43,15.03,24.34,Casual Shopper & Active Visitors
844,VIP Shopper,3956,7,Casual Browsers,47,2.21,84.22,VIP Shopper & Casual Browsers
845,Loyal Shopper,1029,9,Active Visitors,26,8.36,20.93,Loyal Shopper & Active Visitors
846,Casual Shopper,2501,3,Casual Browsers,25,6.37,7.25,Casual Shopper & Casual Browsers
847,Loyal Shopper,678,2,Casual Browsers,29,6.79,70.33,Loyal Shopper & Casual Browsers
848,Loyal Shopper,1679,7,Active Visitors,19,19.68,40.25,Loyal Shopper & Active Visitors
849,VIP Shopper,3746,7,Bouncers,33,13.21,92,VIP Shopper & Bouncers
850,Casual Shopper,3480,4,Bouncers,36,14.64,65.03,Casual Shopper & Bouncers
851,VIP Shopper,3724,11,Active Visitors,14,19.56,9.04,VIP Shopper & Active Visitors
852,VIP Shopper,3979,9,Bouncers,14,8.17,94.79,VIP Shopper & Bouncers
853,VIP Shopper,2815,8,Active Visitors,35,16.23,25.86,VIP Shopper & Active Visitors
854,Casual Shopper,4419,1,Casual Browsers,30,9.26,33.72,Casual Shopper & Casual Browsers
855,Casual Shopper,4830,1,Active Visitors,28,17.52,40.23,Casual Shopper & Active Visitors
856,Loyal Shopper,165,5,Casual Browsers,17,4.43,5.12,Loyal Shopper & Casual Browsers
857,Loyal Shopper,2053,6,Active Visitors,3,19.01,49.65,Loyal Shopper & Active Visitors
858,Loyal Shopper,742,3,Casual Browsers,16,5.16,12.33,Loyal Shopper & Casual Browsers
859,VIP Shopper,3212,9,Casual Browsers,46,7.2,40.1,VIP Shopper & Casual Browsers
860,Loyal Shopper,1155,10,Active Visitors,30,15.37,35.07,Loyal Shopper & Active Visitors
861,VIP Shopper,3058,6,Bouncers,29,8.48,77.28,VIP Shopper & Bouncers
862,Casual Shopper,2211,4,Bouncers,45,12.56,80.32,Casual Shopper & Bouncers
863,Loyal Shopper,203,7,Active Visitors,15,9.45,15.34,Loyal Shopper & Active Visitors
864,VIP Shopper,3749,8,Active Visitors,46,15.11,36.66,VIP Shopper & Active Visitors
865,VIP Shopper,4460,9,Casual Browsers,25,5.34,37.34,VIP Shopper & Casual Browsers
866,VIP Shopper,3836,11,Casual Browsers,38,2.11,15.14,VIP Shopper & Casual Browsers
867,Loyal Shopper,1114,6,Casual Browsers,42,6.7,79.85,Loyal Shopper & Casual Browsers
868,VIP Shopper,4250,6,Bouncers,47,10.01,70.72,VIP Shopper & Bouncers
869,Loyal Shopper,1963,8,Casual Browsers,38,4.19,19.04,Loyal Shopper & Casual Browsers
870,Loyal Shopper,1266,5,Casual Browsers,23,7.74,36.67,Loyal Shopper & Casual Browsers
871,Casual Shopper,2451,3,Active Visitors,25,8.6,10.58,Casual Shopper & Active Visitors
872,Casual Shopper,1822,3,Casual Browsers,42,2.09,62.82,Casual Shopper & Casual Browsers
873,Loyal Shopper,2010,6,Active Visitors,7,12.08,12.14,Loyal Shopper & Active Visitors
